,topicsAll,topic0,topic1,topic2,topic3,topic4,topic5,model0,method0,method1,method2,method3,method4,method5,method6,method7,id,model1,method8,method9,method10,topic6,topic7,model2,model3,method11,method12,method13,method14,method15,method16,method17,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,method18
0,"Developmental neuroscience, Clinical neuroscience",Developmental neuroscience; Cognitive development (Intellectual disability (Mental retardation)); Brain development,"Clinical neuroscience; Neurological disorders (Neuropsychological development, Type of delivery)",,,,,"In humans; Children (kid, childhood), Adolescent, Young-adult, Adult",Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Clinical neuroscience, Molecular neuroscience","Clinical neuroscience; Neurological disorders (Rett syndrome, Gsk3b, MeCP2 gene)","Developmental neuroscience; Brain development; Cognitive development (Rett syndrome, Intellectual disability)",,,,,In vivo (Animal model; Transgenic); Mecp2-Knockout Mice,Immunohistochemistry,Molecular biology (Western Blott),Behavioral tests (behavioral analysis; cognitive tests),Cell culture,In situ hybridization,Immunofluorescence,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Behavioral neuroscience, Cognitive neuroscience, Molecular neuroscience, Neurophysiology","Behavioral neuroscience; Neuroethology, Psychology, Mental Health","Cellular neuroscience; Glia(Glial cells; Neuroglia), Neurons(Nerve cells; Neuronal cells)","Clinical neuroscience; Brain stimulation; Neural prosthetics (Neuroprosthetics); Neurological disorders (Brain states, External stimulation, Computational neuroscience, Modeling)","Cognitive neuroscience; Cognition, Consciousness, Neuroeconomics (Neuroeconomists; Neuromarketing), Reaction time, Memory, Cognitive reserve","Developmental neuroscience; Brain development; Cognitive development (Learning, Computational neuroscience)",Molecular neuroscience; Metabolism; Genertics,In silico (Computational model; Computational neuroscience; Computational neuroscientists; Neuroinformatics; Neuroinformaticians),"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Electron Microscopy, Confocal Microscopy, Magnetic resonance imaging (MRI)",Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Electron Microscopy, Confocal Microscopy, Magnetic resonance imaging (MRI)","Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Electron Microscopy, Confocal Microscopy, Magnetic resonance imaging (MRI)",Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,82,,,,,Neurophysiology; Brain; Sleep,,,,,,,,,,,,,,,,,,,,,,,,
0,"Clinical neuroscience, Mental Health","Clinical neuroscience; Neurological disorders (Breast cancer, Sexual dysfunction, Phobic anxiety)","Nervous System Tumour (Tumor; cancer) (Breast Cancer, Sexual Dysfunction, Anxiety)",,,,,None,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); The research methods used in the scientific paper are:
1. Self-administered questionnaire (Female Sexual Function Index - FSFI) - This method was used to assess the quality of sexual functioning in both the breast cancer survivor group and the control group.
2. Likert scale questionnaire (Inventory of Situations and Responses of Anxiety - ISRA-B) - This method was used to assess different dimensions of anxiety, including cognitive, physiological, and motor anxiety, as well as specific anxiety traits, in both groups.
3. Non-parametric Mann-Whitney U tests, Student's t-test, χ2 test, and Spearman's correlations - These statistical analyses were conducted to evaluate potential group differences in anxiety and sexual function scores, compare the mean ages and sociodemographic characteristics of the groups, and explore the relationships between anxiety and sexual function in both groups.",Behavioral tests (behavioral analysis; cognitive tests),Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Molecular neuroscience, Cellular neuroscience","Cellular neuroscience; Glia(Glial cells; Neuroglia), Neurons(Nerve cells; Neuronal cells)",Molecular neuroscience; Proteins; Genertics,,,,, In vitro (Culture),Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,"Gene expression; Proteomics, Transcriptomics",Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,140,In vivo (Animal model; Transgenic); Mouse (mice),,,,,,"In humans; Human, Mouse",,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Clinical neuroscience","Cellular neuroscience; Glia, Neurons","Clinical neuroscience; Neurological disorders (DFF40/CAD deficiency, Glioblastoma, Apoptosis)",Molecular neuroscience; Apoptosis; Proteins,"Nervous System Tumour (Tumor; cancer) (Glioblastoma, Apoptosis, DNA fragmentation, Caspases)",,, In vitro (Culture),Cell culture,Molecular biology (Western Blott),Immunohistochemistry,,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Neurodevelopmental, Air pollution, Genetics",environment,"Developmental neuroscience; Brain development; Cognitive development (Learning, Attention deficit hyperactivity disorder (ADHD))",air pollution,,,,In vivo (Animal model; Transgenic); Human (children),"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); MRI, SDQ, ADHD-DSM-IV questionnaire, ANT, nback task",Molecular biology (PCR),Gene expression; Microarrays,,,,,,156,"In humans; Children (kid, childhood)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Behavioral neuroscience, Social neuroscience","Behavioral neuroscience; Social neuroscience, None","Developmental neuroscience; Cognitive development (Learning, Animal behavior, Social structure)",Molecular neuroscience; Genertics,,,,In vivo (Animal model; Transgenic); Non-human primates,Gene Edition,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Non-invasive genotyping, Monitoring of focal groups, Social unit identification",,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Developmental neuroscience, Cellular neuroscience","Cellular neuroscience; Glia(Glial cells; Neuroglia), Neurons(Nerve cells; Neuronal cells)",Developmental neuroscience; Brain development; Cognitive development (Learning); motor development,,,,,In vivo (Animal model; Transgenic); Zebrafish,Immunohistochemistry,In situ hybridization,Cell culture,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Molecular neuroscience, Neuroimmunity",Neuroimmunity (Neuroinflammation),Molecular neuroscience; Genertics; Proteins,,,,, In vitro (Culture),Cell culture,Molecular biology (PCR),Immunohistochemistry,"Gene expression; Transcriptomics, Microarrays",,,,,80,"In vivo (Animal model; Transgenic); BV2 microglial cell line, primary adult and postnatal microglia cells from mouse and rat origin, CHME3 human microglia cell line, conditional Tet2 floxed mice (Tet2 flox/flox) crossed with Cx3cr1 Cre mice (Cx3cr1 CreERT2/WT)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Developmental neuroscience, Cellular neuroscience",Developmental neuroscience; Brain development; Cognitive development (Pregnancy),"Cognitive neuroscience; Cognition, Neuroeconomics (Neuroeconomists; Neuromarketing), Memory",,,,,"In humans; Female, Male","Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Magnetic resonance imaging (MRI), Multivariate pattern classification analysis, Longitudinal diffeomorphic modeling pipeline, Surface-based analyses",Molecular biology (PCR),Behavioral tests (behavioral analysis; cognitive tests),,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Molecular neuroscience","Cellular neuroscience; Glia(Glial cells; Neuroglia), Neurons(Nerve cells; Neuronal cells)","Nervous System Tumour (Tumor; cancer) (Glioblastoma, EGFR)",,,,, In vitro (Culture),Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,"Gene expression; Proteomics, Transcriptomics","Gene expression; Proteomics, Transcriptomics",Gene Edition,Immunofluorescence,"Gene expression; Proteomics, Transcriptomics",Gene Edition,181,,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Immunoprecipitation, Liquid chromatography-tandem mass spectrometry (LC-MS/MS), Affinity purification, Chromatin immunoprecipitation (ChIP), Immunofluorescence, Gene expression arrays, Single-sample gene set enrichment analysis (ssGSEA), Clustered Regularly Interspaced Short Palindromic Repeats (CRISPR)/Cas9",Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Immunoprecipitation and liquid chromatography-tandem mass spectrometry (LC-MS/MS), Affymetrix gene expression arrays and single-sample gene set enrichment analysis (ssGSEA), Anti-STAT3 chromatin immunoprecipitation (ChIP) assay",,,,,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Immunoprecipitation, Liquid chromatography-tandem mass spectrometry (LC-MS/MS), Affinity purification, Chromatin immunoprecipitation (ChIP), Immunofluorescence, Gene expression arrays, Single-sample gene set enrichment analysis (ssGSEA), Clustered Regularly Interspaced Short Palindromic Repeats (CRISPR)/Cas9",Gene Edition,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Gene Edition,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Cognitive neuroscience","Cellular neuroscience; Neurons, Glia","Cognitive neuroscience; Cognition, Consciousness, Neuroeconomics (Neuroeconomists; Neuromarketing), Memory",artificial intelligence,,,,In silico (Computational model; Computational neuroscience; Computational neuroscientists; Neuroinformatics; Neuroinformaticians), Bioinformatics,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Behavioral neuroscience, Psychology, Cognitive neuroscience","Developmental neuroscience; Cognitive development (Learning, Learning disabilities); Brain development","Cognitive neuroscience; Cognition, Consciousness, Memory",,,,,In vivo (Animal model; Transgenic); Human participants (preschool-aged children),Behavioral tests (behavioral analysis; cognitive tests),,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Aging, Mental Health, Rural vs. Urban Settings",patient,patient,"Clinical neuroscience; Neurological disorders (Mental well-being, Rural vs. urban settings)",,,,None,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Molecular neuroscience","Cellular neuroscience; Neurons, Glia",Molecular neuroscience; Proteins; Genertics,,,,,In vivo (Animal model; Transgenic); Mouse (mice),"Gene expression; Transcriptomics, Microarrays",Histology,Cell culture,Molecular biology (Western Blott),"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); RNAseq, qRT-PCR, Western blot, Immunofluorescence analysis",Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,In situ hybridization,Immunofluorescence,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Clinical neuroscience, Nervous System Tumor, Treatment","Cellular neuroscience; Neuroblastoma, VRK1","Clinical neuroscience; Neurological disorders (Neuroblastoma, Protein kinases, MYCN, Tumor progression, Cell proliferation)",Molecular neuroscience; Proteins; Genertics,"Nervous System Tumour (Tumor; cancer) (Neuroblastoma, Pediatric Cancer, Proliferation)","Treatment (Therapy) (Neuroblastoma, Pharmacology)",, In vitro (Culture),Immunohistochemistry,Cell culture,Molecular biology (Western Blott),Molecular biology (PCR),Xenografts,,,,4,"In vivo (Animal model; Transgenic); Human neuroblastoma tumor cells, patient-derived xenografts (PDXs), and neuroblastoma cell lines (SK-N-SH, SK-N-DZ, IMR-32, CHLA20, CHLA-255) were used in this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Clinical neuroscience, Neurology, Alzheimer's disease, Biomarkers","Clinical neuroscience; Neurological disorders (Alzheimer disease (Alzheimer's disease; Alzheimers disease), Amyloid, Tau)","Cognitive neuroscience; Cognition, Memory",Molecular neuroscience; Genertics,,,,In vivo (Animal model; Transgenic); Human participants,Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Resting-state functional magnetic resonance imaging (rsfMRI),Behavioral tests (behavioral analysis; cognitive tests),,,,,,,56,In humans; Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Behavioral neuroscience, Clinical neuroscience","Clinical neuroscience; Neurological disorders (Obsessive-compulsive disorder (OCD), Brain volumetric features)","Cognitive neuroscience; Cognition, Neuroeconomics (Neuroeconomists; Neuromarketing), Memory",Developmental neuroscience; Brain development; Cognitive development (Obsessive-compulsive disorder (OCD)),,,,In vivo (Animal model; Transgenic); This scientific study does not mention the use of any specific experimental model.,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,180,In humans; Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Clinical neuroscience, Molecular neuroscience","Clinical neuroscience; Neurological disorders (Alzheimer disease (Alzheimer's disease; Alzheimers disease), Deep learning)","Cognitive neuroscience; Neuroeconomics (Neuroeconomists; Neuromarketing), Memory, Cognitive reserve",Molecular neuroscience; Genertics,Neuroimmunity (Neuroinflammation),,,In silico (Computational model; Computational neuroscience; Computational neuroscientists; Neuroinformatics; Neuroinformaticians),Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Deep belief networks, Support Vector Machines (SVM)","Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Deep belief networks, Support Vector Machines (SVM)","Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Deep belief networks, Support vector machines, Majority Voting, Weighted Voting, Classifiers fusion using SVM, Contrastive Divergence, Restricted Boltzmann Machines",Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Deep belief networks, Support Vector Machines (SVM)",Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,194,,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,Behavioral tests (behavioral analysis; cognitive tests),Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,,,,,,,,,,
0,"Developmental neuroscience, Cognitive neuroscience","Developmental neuroscience; Cognitive development (Learning, Language development)","Cognitive neuroscience; Cognition, Consciousness",,,,,"In humans; Children (3-4.5 years old and 4.5-5 years old), Adults",Behavioral tests (behavioral analysis; cognitive tests),,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Clinical neuroscience, Cognitive neuroscience","Clinical neuroscience; Neurological disorders (Dementia, Diabetes)","Cognitive neuroscience; Cognition, Memory","Developmental neuroscience; Brain development; Cognitive development (Learning disabilities, Intellectual disability)",model,patient,Diagnose,None,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Psychology, Psycholinguistics","Cognitive neuroscience; Cognition, Consciousness, Reaction time, Memory","Developmental neuroscience; Cognitive development (Learning, Learning disabilities); Brain development",,,,,In vivo (Animal model; Transgenic); Human participants (Spanish listeners),Behavioral tests (behavioral analysis; cognitive tests),Molecular biology (PCR),Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,143,In humans; Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Developmental neuroscience, Molecular neuroscience","Clinical neuroscience; Neurological disorders (Autism, RNA-binding proteins, Neurodevelopmental disorders, ASD risk genes)",Molecular neuroscience; Genertics; Autopahgy,"Developmental neuroscience; Brain development; Cognitive development (Autism (Autism spectrum disorder), Intellectual disability (Mental retardation), Fragile X syndrome); Neurogenesis",,,, In vitro (Culture),Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); RNA immunoprecipitation (RIP),Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); RNA immunoprecipitation (RIP),Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); RNA immunoprecipitation (RIP),Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); RNA immunoprecipitation (RIP),Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); RNA immunoprecipitation (RIP),,,157,In vivo (Animal model; Transgenic); Mouse (mice),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Molecular neuroscience","Cellular neuroscience; Glia, Neurons",Molecular neuroscience; Proteins; Genertics,"Nervous System Tumour (Tumor; cancer) (Glioblastoma, RNA methyltransferase, Epigenetic silencing, Protein synthesis, Translational program)",,,, In vitro (Culture),Immunohistochemistry,Molecular biology (PCR),Cell culture,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); DNA methylation analyses, Expression analyses, NSUN5 transfection, NSUN5 depletion, Brain tumor xenografts, IVIS images, Xenografts growth, NSUN5 immunoprecipitation and RT-qPCR, RNA methylation analyses, Global determination of protein synthesis, Assessment of translational efficiency, Gene functional-enrichment analysis and sequence motifs recognition, Stable isotope labeling by amino acids in cell culture (SILAC), Deoxynyboquinone and isobutyl-deoxynyboquinone drug assays, Patients, Statistical analysis",Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,In situ hybridization,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Xenografts,91,"In vivo (Animal model; Transgenic); Human glioma cell lines (DBTRG-05MG, M059J, A172, LN229, CAS-1, KS-1, SW1088, BT142 mut/-, MOG-G-CCM)
Mouse models (athymic mice Nude-Foxn1nu mice, Balb/c nude mice)","Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); DNA methylation analyses, Expression analyses, NSUN5 transfection, NSUN5 depletion, Brain tumor xenografts, IVIS images, Xenografts growth, NSUN5 immunoprecipitation and RT-qPCR, RNA methylation analyses, Global determination of protein synthesis, Assessment of translational efficiency, Gene functional-enrichment analysis and sequence motifs recognition, Stable isotope labeling by amino acids in cell culture (SILAC), Deoxynyboquinone and isobutyl-deoxynyboquinone drug assays, Patients, Statistical analysis",Xenografts,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); DNA methylation analyses, Expression analyses, NSUN5 transfection, NSUN5 depletion, Brain tumor xenografts, IVIS images, Xenografts growth, NSUN5 immunoprecipitation and RT-qPCR, RNA methylation analyses, Global determination of protein synthesis, Assessment of translational efficiency, Gene functional-enrichment analysis and sequence motifs recognition, Stable isotope labeling by amino acids in cell culture (SILAC), Deoxynyboquinone and isobutyl-deoxynyboquinone drug assays, Patients, Statistical analysis",,,,,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); DNA methylation analyses, Expression analyses, NSUN5 transfection, NSUN5 depletion, Brain tumor xenografts, IVIS images, Xenografts growth, NSUN5 immunoprecipitation and RT-qPCR, RNA methylation analyses, Global determination of protein synthesis, Assessment of translational efficiency, Gene functional-enrichment analysis and sequence motifs recognition, Stable isotope labeling by amino acids in cell culture (SILAC), Deoxynyboquinone and isobutyl-deoxynyboquinone drug assays, Patients, Statistical analysis",Gene Edition,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Gene Edition,Cell culture,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,,,,,,,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) 
0,"Cellular neuroscience, Molecular neuroscience","Clinical neuroscience; Neurological disorders (Parkinsons disease (Parkinson's disease), Neurodegenerative diseases (Neurodegeneration; Neurodegenerative disorders), Genetic variability, mTOR pathway)",Molecular neuroscience; Genertics; Proteins,,,,, In vitro (Culture),Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Cognitive neuroscience",Cellular neuroscience; Neurons(Nerve cells; Neuronal cells),"Cognitive neuroscience; Cognition, Consciousness, Neuroeconomics (Neuroeconomists; Neuromarketing), Reaction time, Memory, Cognitive reserve","Developmental neuroscience; Brain development; Cognitive development (Learning, Learning disabilities)",,,, In vitro (Culture),Cell culture,Immunohistochemistry,"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Confocal Microscopy, Calcium imaging",Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Molecular neuroscience, Clinical neuroscience","Cellular neuroscience; Glia, Neurons","Clinical neuroscience; Neurological disorders (Neurodegenerative diseases, Parkinson's disease, Astrocytes)",Molecular neuroscience; Autopahgy; Proteins; Genertics,,,, In vitro (Culture),Cell culture,Molecular biology (PCR),Immunofluorescence,"Gene expression; Transcriptomics, Proteomics, Microarrays",,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"1. Cognitive neuroscience, Developmental neuroscience, Clinical neuroscience","Cognitive neuroscience; Cognition, Memory, Cognitive reserve",model,,,,,"In humans; Adult, Elder (Geriatry, Geriatric)",Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Cellular neuroscience, Molecular neuroscience","Cellular neuroscience; Neurons, Glia",Molecular neuroscience; Genertics; Autopahgy; Autopahgy,"Clinical neuroscience; Brain stimulation; Neural prosthetics (Neuroprosthetics); Neurological disorders (Neurotransmitter, PET, Psilocybin, Whole-brain modeling)",,,,In silico (Computational model; Computational neuroscience; Computational neuroscientists; Neuroinformatics; Neuroinformaticians),"Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Diffusion magnetic resonance imaging (dMRI), functional magnetic resonance imaging (fMRI), positron electron tomography (PET)","Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Diffusion magnetic resonance imaging (dMRI), functional magnetic resonance imaging (fMRI), positron electron tomography (PET)","Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Diffusion magnetic resonance imaging (dMRI), functional magnetic resonance imaging (fMRI), positron electron tomography (PET)","Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Diffusion magnetic resonance imaging (dMRI), functional magnetic resonance imaging (fMRI), positron electron tomography (PET)",Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cognitive neuroscience,Cognitive neuroscience; Cognition,,,,,,In vivo (Animal model; Transgenic); Rat,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Behavioral neuroscience, Cognitive neuroscience, Developmental neuroscience",environment,"Cognitive neuroscience; Cognition, Neuroeconomics (Neuromarketing), Memory",,,,,In humans; Children, Bioinformatics,Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); NDVI and VCF,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); NDVI and VCF,Behavioral tests (behavioral analysis; cognitive tests),,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Clinical neuroscience, Mental Health","Clinical neuroscience; Neurological disorders (Psychosis, Violent crime, Mental illness, Schizophrenia, Substance abuse, Psychological disorders, Sociodemographic variables)",violence,,,,,None,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Developmental neuroscience, Molecular neuroscience","Developmental neuroscience; Brain development; Cognitive development (Learning, Learning disabilities)",Molecular neuroscience; Genertics,,,,,In vivo (Animal model; Transgenic); Amphioxus,Immunohistochemistry,In situ hybridization,Molecular biology (PCR),Molecular biology (Western Blott),"Gene expression; Transcriptomics, Microarrays",,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"1. Behavioral neuroscience, Psychology, Psycholinguistics
2. Cellular neuroscience
4. Cognitive neuroscience
5. Developmental neuroscience
8. Neurophysiology
13. Other Topics","Developmental neuroscience; Cognitive development (Learning, Communication); Brain development","Cognitive neuroscience; Cognition, Consciousness",,,,,In vivo (Animal model; Transgenic); Human infants,Stereotactics,Behavioral tests (behavioral analysis; cognitive tests),Molecular biology (PCR),,,,,,47,In humans; Infant (12-15 months),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Clinical neuroscience, Cognitive neuroscience",Clinical neuroscience; Neurological disorders (Huntingtons disease (Huntington's chorea; Huntington's disease; Huntingtons chorea)),"Cognitive neuroscience; Cognition, Neuroeconomics (Neuroeconomists; Neuromarketing), Memory",,,,,In humans; Human (Adult),Behavioral tests (behavioral analysis; cognitive tests),Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Clinical neuroscience, Cognitive neuroscience",Clinical neuroscience; Neurological disorders (Attention-Deficit Hyperactivity Disorder (ADHD)),"Cognitive neuroscience; Cognition, Neuroeconomics (Neuromarketing), Reaction time",Developmental neuroscience; Cognitive development (Attention deficit hyperactivity disorder (ADHD)); Brain development,video game,,,In humans; Children,Imaging (Neuroimaging; Brain mapping; Brain maps; Brain scans; Neuroradiologists; Neuroradiology); Running Raccon Game,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,Electroencephalography (EEG; Electroencephalogram; Electroencephalographic; Electroencephalographs) ,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
